ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,VICTIMA,ACUSADO,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,CALLE,CRUCE,LATITUD,LONGITUD,DIA_SEMANA
2018-0017,1,2018-02-17,2018,2,17,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,35,SAN PEDRITO AV.,RIVADAVIA AV.,-58.46963952,-34.63070603,Saturday
2018-0018,1,2018-02-17,2018,2,17,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,ISABEL LA CATOLICA,"SALVADORES, CNEL.",-58.37207554,-34.64543658,Saturday
2018-0019,1,2018-02-17,2018,2,17,12,Las Heras General Av. y Callao Av.,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,80,LAS HERAS GENERAL AV.,CALLAO AV.,-58.39189441,-34.59176378,Saturday
2018-0020,1,2018-02-19,2018,2,19,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,-58.45012957,-34.66518343,Monday
2018-0021,1,2018-02-22,2018,2,22,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,62,"ALCORTA, AMANCIO AV.",ZAVALETA,-58.40184094,-34.64546845,Thursday
2018-0022,1,2018-02-24,2018,2,24,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,"MONTES DE OCA, MANUEL AV.",OLAVARRIA,-58.37441153,-34.63966783,Saturday
2018-0023,1,2018-02-24,2018,2,24,6,Barco Centenera Del y Rosario,CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,28,BARCO CENTENERA DEL,ROSARIO,-58.44110156,-34.62082399,Saturday
2018-0024,1,2018-02-28,2018,2,28,23,Alvarez Thomas Av. y Donado,AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,70,ALVAREZ THOMAS AV.,DONADO,-58.47087351,-34.57827342,Wednesday
2018-0025,1,2018-03-04,2018,3,4,22,Av. Avellaneda y Av. Boyacá,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,70,AVELLANEDA AV.,BOYACA AV.,-58.4596221,-34.6224514,Sunday
2018-0026,2,2018-03-09,2018,3,9,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,-58.41657793,-34.65476216,Friday
2018-0026,2,2018-03-09,2018,3,9,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,-58.41657793,-34.65476216,Friday
2018-0027,1,2018-03-11,2018,3,11,23,Castro y Rondeau,CALLE,PEATON,MOTO,PEATON,FEMENINO,74,CASTRO,RONDEAU,-58.41911301,-34.63722107,Sunday
2018-0028,1,2018-03-13,2018,3,13,15,"Bilbao, Francisco Av. y Azul",AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,71,"BILBAO, FRANCISCO AV.",AZUL,-58.47120586,-34.64251042,Tuesday
2018-0029,1,2018-03-15,2018,3,15,18,Nazca Av. y Gaona Av.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,26,NAZCA AV.,GAONA AV.,-58.47418944,-34.62049672,Thursday
2018-0030,1,2018-03-20,2018,3,20,1,Plaza y Alvarez Thomas Av.,AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,24,PLAZA,ALVAREZ THOMAS AV.,-58.46720441,-34.57905579,Tuesday
2018-0031,1,2018-03-28,2018,3,28,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,GAONA AV.,"ARTIGAS, JOSE GERVASIO, GRAL.",-58.46909362,-34.6177971,Wednesday
2018-0032,1,2018-04-02,2018,4,2,13,Cabildo Av. y Aguilar,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,70,CABILDO AV.,AGUILAR,-58.44704343,-34.5688864,Monday
2018-0033,1,2018-04-07,2018,4,7,7,Camarones y Lope De Vega Av.,AVENIDA,MOTO,CARGAS,CONDUCTOR,FEMENINO,42,CAMARONES,LOPE DE VEGA AV.,-58.50535541,-34.62902048,Saturday
2018-0034,1,2018-04-11,2018,4,11,18,Santa Fe Av. 2320,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,24,SANTA FE AV.,,-58.40021675,-34.59522198,Wednesday
2018-0035,1,2018-04-12,2018,4,12,16,Av. Rivadavia 6950,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,39,RIVADAVIA AV.,,-58.46325991,-34.62919627,Thursday
2018-0036,1,2018-04-13,2018,4,13,23,Av. San Martín y Argerich,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,37,SAN MARTIN AV.,ARGERICH,-58.49471482,-34.59694755,Friday
2018-0037,1,2018-04-18,2018,4,18,18,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,84,CORDOBA AV.,"URIBURU JOSE E., PRES.",-58.3987261,-34.59975962,Wednesday
2018-0038,2,2018-04-20,2018,4,20,17,AV. RIVADAVIA 1571,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,59,RIVADAVIA AV.,,-58.38872177,-34.60885045,Friday
2018-0038,2,2018-04-20,2018,4,20,17,AV. RIVADAVIA 1571,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,61,RIVADAVIA AV.,,-58.38872177,-34.60885045,Friday
2018-0039,1,2018-04-21,2018,4,21,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,PEATON,AUTO,PEATON,MASCULINO,37,"LUGONES, LEOPOLDO AV.",,,,Saturday
2018-0040,1,2018-04-27,2018,4,27,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,PEATON,CARGAS,PEATON,FEMENINO,,"FREIRE, RAMON, CAP. GRAL.","OLAGUER Y FELIU, VIRREY",-58.45686132,-34.57305993,Friday
2018-0041,1,2018-04-27,2018,4,27,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,78,LA PLATA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.42281627,-34.64282424,Friday
2018-0042,1,2018-04-27,2018,4,27,18,BRANDSEN y PERDRIEL,CALLE,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,23,BRANDSEN,PERDRIEL,-58.38666024,-34.63953396,Friday
2018-0043,1,2018-04-28,2018,4,28,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,25,"VILARDEBO, TEODORO",ALVAREZ JONTE AV.,-58.49122843,-34.61207587,Saturday
2018-0044,1,2018-04-28,2018,4,28,9,Alberti e Independencia Av.,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,50,ALBERTI,INDEPENDENCIA AV.,-58.40098306,-34.61866627,Saturday
2018-0045,1,2018-04-30,2018,4,30,7,Alvarez Thomas Av. 879,AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,ALVAREZ THOMAS AV.,,-58.45448963,-34.5791692,Monday
2018-0046,1,2018-05-02,2018,5,2,3,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,PEATON,AUTO,PEATON,MASCULINO,11,"PAZ, GRAL. AV.",RIVADAVIA AV.,-58.52927982,-34.63931752,Wednesday
2018-0047,1,2018-05-08,2018,5,8,19,Av. Corrientes y Av. Dorrego,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,82,CORRIENTES AV.,DORREGO AV.,-58.44759966,-34.5917024,Tuesday
2018-0048,1,2018-05-09,2018,5,9,10,Rivadavia Av. y Pedernera,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,57,RIVADAVIA AV.,PEDERNERA,-58.46411215,-34.62925068,Wednesday
2018-0049,1,2018-05-11,2018,5,11,19,Quesada 2300,CALLE,PEATON,AUTO,PEATON,FEMENINO,40,QUESADA,,-58.4621322,-34.55395823,Friday
2018-0050,1,2018-05-14,2018,5,14,18,Cabildo Av. y Juramento Av.,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,47,CABILDO AV.,JURAMENTO AV.,-58.45669422,-34.5620361,Monday
2018-0051,1,2018-05-15,2018,5,15,21,"California y Carbonari, Francisco, Cmte.",CALLE,PEATON,AUTO,PEATON,FEMENINO,57,CALIFORNIA,"CARBONARI, FRANCISCO, CMTE.",-58.3597716,-34.64341878,Tuesday
2018-0052,1,2018-05-18,2018,5,18,20,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,78,"CARRIL, SALVADOR MARIA DEL AV.",NAZCA,-58.49820145,-34.59070093,Friday
2018-0053,1,2018-05-20,2018,5,20,2,San Luis y Aguero,CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,43,SAN LUIS,AGUERO,-58.4105928,-34.5993918,Sunday
2018-0054,1,2018-05-22,2018,5,22,11,Lugones 2430,CALLE,PEATON,BICICLETA,PEATON,FEMENINO,86,LUGONES,,-58.47969138,-34.57121563,Tuesday
2018-0055,1,2018-05-29,2018,5,29,7,Independencia Av. y Jujuy Av.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,21,INDEPENDENCIA AV.,JUJUY AV.,-58.40351561,-34.61883916,Tuesday
2018-0056,1,2018-06-02,2018,6,2,13,Av. Rivadavia 11050,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,69,RIVADAVIA AV.,,-58.51973844,-34.63918987,Saturday
2018-0057,1,2018-06-03,2018,6,3,3,Combate De Los Pozos y Humberto 1°,CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,COMBATE DE LOS POZOS,HUMBERTO 1?,-58.39311376,-34.62163006,Sunday
2018-0058,1,2018-06-03,2018,6,3,6,Cordoba Av. y Thames,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,26,CORDOBA AV.,THAMES,-58.43531242,-34.59082159,Sunday
2018-0059,1,2018-06-08,2018,6,8,6,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,MOTO,OTRO,CONDUCTOR,MASCULINO,54,"GARAY, JUAN DE AV.",SANCHEZ DE LORIA,-58.41178165,-34.63035454,Friday
2018-0060,1,2018-06-08,2018,6,8,12,"Lavalle y Alem, Leandro N. Av.",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,51,LAVALLE,"ALEM, LEANDRO N. AV.",-58.370488,-34.60189492,Friday
2018-0061,1,2018-06-10,2018,6,10,11,Estados Unidos y Pichincha,CALLE,MOTO,MOTO,CONDUCTOR,MASCULINO,51,ESTADOS UNIDOS,PICHINCHA,-58.39883882,-34.61964833,Sunday
2018-0062,1,2018-06-14,2018,6,14,1,Rosario y Barco Centenera Del,CALLE,PEATON,CARGAS,PEATON,MASCULINO,32,ROSARIO,BARCO CENTENERA DEL,-58.44110156,-34.62082399,Thursday
2018-0063,1,2018-06-16,2018,6,16,21,Av. Leandro N. Alem y Viamonte,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,28,"ALEM, LEANDRO N. AV.",VIAMONTE,-58.37093138,-34.59952725,Saturday
2018-0064,1,2018-06-25,2018,6,25,1,Varela Av. y Primera Junta,AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,30,VARELA AV.,PRIMERA JUNTA,-58.45855262,-34.63953253,Monday
2018-0065,1,2018-06-26,2018,6,26,17,"Pellegrini, Carlos y Juncal",CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,"PELLEGRINI, CARLOS",JUNCAL,-58.38161909,-34.59283447,Tuesday
2018-0066,1,2018-06-28,2018,6,28,11,Av. Corrientes y Av. Federico Lacroze,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,73,CORRIENTES AV.,"LACROZE, FEDERICO AV.",-58.45511899,-34.58698157,Thursday
2018-0067,1,2018-06-29,2018,6,29,16,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,81,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,-58.37724226,-34.62973033,Friday
2018-0068,1,2018-07-01,2018,7,1,9,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,21,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.",-58.45546217,-34.62930339,Sunday
2018-0069,1,2018-07-04,2018,7,4,21,"Córdoba Av. 2215

",AVENIDA,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,20,CORDOBA AV.,,-58.39897064,-34.59954925,Wednesday
2018-0070,1,2018-07-07,2018,7,7,15,"Estados Unidos y Urquiza, Gral.",CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,ESTADOS UNIDOS,"URQUIZA, GRAL.",-58.40917826,-34.62126274,Saturday
2018-0071,1,2018-07-10,2018,7,10,17,Moreno y Av. Huergo,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,,MORENO,"HUERGO, ING. AV.",-58.36726348,-34.61099738,Tuesday
2018-0072,1,2018-07-11,2018,7,11,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,-58.48267426,-34.68454456,Wednesday
2018-0073,1,2018-07-11,2018,7,11,15,"Iriarte, Gral. Av. 3400",AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,67,"IRIARTE, GRAL. AV.",,-58.39546165,-34.65168841,Wednesday
2018-0074,1,2018-07-14,2018,7,14,6,AV. JUAN B. ALBERDI 2968,AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,25,"ALBERDI, JUAN BAUTISTA AV.",,-58.46941984,-34.63376545,Saturday
2018-0075,1,2018-07-15,2018,7,15,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,23,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,-58.40367321,-34.58129246,Sunday
2018-0076,1,2018-07-16,2018,7,16,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,"CHAVEZ, JORGE","PAZ, GRAL. AV.",-58.52932872,-34.65014993,Monday
2018-0077,1,2018-07-16,2018,7,16,23,"Urquiza, Gral. y Estados Unidos",CALLE,AUTO,CARGAS,CONDUCTOR,MASCULINO,58,"URQUIZA, GRAL.",ESTADOS UNIDOS,-58.40917826,-34.62126274,Monday
2018-0078,1,2018-07-21,2018,7,21,6,Paraguay y Sánchez De Bustamante,CALLE,PEATON,AUTO,PEATON,MASCULINO,27,PARAGUAY,SANCHEZ DE BUSTAMANTE,-58.41264127,-34.59473294,Saturday
2018-0079,1,2018-07-23,2018,7,23,7,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,PEATON,CARGAS,PEATON,MASCULINO,,DE LOS CORRALES AV.,"PAZ, GRAL. AV.",-58.50877521,-34.66977709,Monday
2018-0080,1,2018-07-25,2018,7,25,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,26,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,-58.51232237,-34.6590353,Wednesday
2018-0081,1,2018-07-29,2018,7,29,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,PEATON,MULTIPLE,PEATON,MASCULINO,35,CASTANARES AV.,RIVERA INDARTE AV.,-58.44744156,-34.64567171,Sunday
2018-0082,1,2018-08-01,2018,8,1,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,MOTO,CARGAS,CONDUCTOR,FEMENINO,17,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.",-58.49441273,-34.65869968,Wednesday
2018-0083,1,2018-08-02,2018,8,2,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,MOTO,CARGAS,CONDUCTOR,MASCULINO,,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.47976785,-34.69153196,Thursday
2018-0084,1,2018-08-03,2018,8,3,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,45,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,-58.36523349,-34.62260331,Friday
2018-0085,2,2018-08-03,2018,8,3,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,ENTRE RIOS AV.,"GARAY, JUAN DE AV.",-58.39118948,-34.62704273,Friday
2018-0085,2,2018-08-03,2018,8,3,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,ENTRE RIOS AV.,"GARAY, JUAN DE AV.",-58.39118948,-34.62704273,Friday
2018-0086,1,2018-08-10,2018,8,10,21,Directorio Av. y Guardia Nacional,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,40,DIRECTORIO AV.,GUARDIA NACIONAL,-58.49019551,-34.65015854,Friday
2018-0087,1,2018-08-15,2018,8,15,19,Pavon Av. Y Colombres,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,75,PAVON AV.,COLOMBRES,-58.41644362,-34.63023775,Wednesday
2018-0088,1,2018-08-17,2018,8,17,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,MOTO,CARGAS,CONDUCTOR,MASCULINO,,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",-58.5007381,-34.5497951,Friday
2018-0089,1,2018-08-17,2018,8,17,17,Pichincha Av. y Brasil,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,80,PICHINCHA AV.,BRASIL,-58.39626094,-34.63036565,Friday
2018-0090,1,2018-08-18,2018,8,18,10,27 De Febrero Av. y Pergamino,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,27,27 DE FEBRERO AV.,PERGAMINO,-58.43284809,-34.67051543,Saturday
2018-0091,1,2018-08-19,2018,8,19,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,AUTOPISTA PERITO MORENO,BARRAGAN,-58.52280139,-34.63659934,Sunday
2018-0092,1,2018-08-20,2018,8,20,8,Cordoba Av. y Gascon,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,23,CORDOBA AV.,GASCON,-58.4233693,-34.59774487,Monday
2018-0093,1,2018-08-20,2018,8,20,8,15 De Noviembre De 1889 1513,CALLE,PEATON,PASAJEROS,PEATON,MASCULINO,24,15 DE NOVIEMBRE DE 1889,,-58.38691681,-34.63105973,Monday
2018-0094,1,2018-08-23,2018,8,23,5,"Salguero, Jeronimo y Beruti",CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,32,"SALGUERO, JERONIMO",BERUTI,-58.4116902,-34.5857988,Thursday
2018-0095,1,2018-08-26,2018,8,26,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,49,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.",-58.46739825,-34.65117757,Sunday
2018-0096,1,2018-08-31,2018,8,31,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,PEATON,AUTO,PEATON,MASCULINO,39,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.",-58.44483258,-34.67152226,Friday
2018-0097,1,2018-09-02,2018,9,2,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,AUTO,OTRO,CONDUCTOR,FEMENINO,35,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",-58.43254025,-34.66128115,Sunday
2018-0098,2,2018-09-09,2018,9,9,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,AUTO,AUTO,CONDUCTOR,MASCULINO,55,"PAZ, GRAL. AV.",BERON DE ASTRADA,-58.47199387,-34.69640164,Sunday
2018-0098,2,2018-09-09,2018,9,9,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,54,"PAZ, GRAL. AV.",BERON DE ASTRADA,-58.47199387,-34.69640164,Sunday
2018-0099,1,2018-09-12,2018,9,12,14,Rivadavia Av. y Pedernera,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,18,RIVADAVIA AV.,PEDERNERA,-58.46411215,-34.62925068,Wednesday
2018-0100,1,2018-09-20,2018,9,20,10,Elvira Rawson de Dellepiane 150,AVENIDA,MOTO,AUTO,SD,FEMENINO,33,"RAWSON DE DELLEPIANE, ELVIRA AV.",,-58.36217754,-34.62367156,Thursday
2018-0101,1,2018-09-21,2018,9,21,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,,"PAZ, GRAL. AV.",ZAPIOLA,-58.48098594,-34.5407313,Friday
2018-0102,1,2018-09-21,2018,9,21,0,FAMATINA Y DIOGENES TABORDA,CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,20,FAMATINA,"TABORDA, DIOGENES",-58.41083404,-34.64640709,Friday
2018-0103,1,2018-09-27,2018,9,27,17,Av. Castañares y Bonorino,AVENIDA,PEATON,MOTO,PEATON,MASCULINO,1,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.",-58.44609828,-34.64446729,Thursday
2018-0104,1,2018-10-01,2018,10,1,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,MOTO,MOTO,CONDUCTOR,MASCULINO,22,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,-58.37709334,-34.64035082,Monday
2018-0105,1,2018-10-03,2018,10,3,18,Nazca Av. y Rivadavia Av.,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,56,NAZCA AV.,RIVADAVIA AV.,-58.46963952,-34.63070603,Wednesday
2018-0106,1,2018-10-04,2018,10,4,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,27,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,-58.43674281,-34.55161027,Thursday
2018-0107,1,2018-10-06,2018,10,6,14,Rivadavia Av. y Jujuy Av.,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,62,RIVADAVIA AV.,JUJUY AV.,-58.4059686,-34.61011987,Saturday
2018-0108,1,2018-10-09,2018,10,9,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,37,DE LOS ITALIANOS AV.,"GUEMES, MACACHA",-58.36154069,-34.60463618,Tuesday
2018-0109,1,2018-10-10,2018,10,10,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,34,TUCUMAN,"ALEM, LEANDRO N. AV.",-58.37062179,-34.60066507,Wednesday
2018-0110,1,2018-10-13,2018,10,13,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,PEATON,MOTO,PEATON,MASCULINO,60,CORRIENTES AV.,"GALLARDO, ANGEL AV.",-58.43220014,-34.60207186,Saturday
2018-0111,1,2018-10-19,2018,10,19,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,AUTOPISTA PERITO MORENO,,-58.46958442,-34.64949724,Friday
2018-0112,1,2018-10-24,2018,10,24,9,Muñecas y Serrano,CALLE,MOTO,CARGAS,CONDUCTOR,FEMENINO,28,MU?ECAS,SERRANO,-58.44671397,-34.59970903,Wednesday
2018-0113,1,2018-10-25,2018,10,25,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,-58.47152163,-34.61474911,Thursday
2018-0114,1,2018-10-30,2018,10,30,2,Solis e Independencia Av.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,23,SOLIS,INDEPENDENCIA AV.,-58.39032921,-34.61807951,Tuesday
2018-0115,1,2018-10-31,2018,10,31,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,PEATON,PASAJEROS,PEATON,MASCULINO,42,"BOSCH, VENTURA","PAZ, GRAL. AV.",-58.52887773,-34.64297861,Wednesday
2018-0116,1,2018-11-01,2018,11,1,10,"Paz, Gral. Av. 14800",GRAL PAZ,PEATON,CARGAS,PEATON,MASCULINO,48,"PAZ, GRAL. AV.",,-58.49371157,-34.67981324,Thursday
2018-0117,1,2018-11-04,2018,11,4,8,Av. Eva Perón 5321,AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,30,"PERON, EVA AV.",,-58.48266599,-34.66012327,Sunday
2018-0118,1,2018-11-05,2018,11,5,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,PEATON,MOTO,PEATON,FEMENINO,80,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,-58.40612253,-34.60774301,Monday
2018-0119,1,2018-11-05,2018,11,5,22,Rabanal y San Pedrito,AVENIDA,PEATON,SD,PEATON,FEMENINO,32,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,-58.43613623,-34.66292532,Monday
2018-0120,1,2018-11-09,2018,11,9,13,Monroe y Alvarez Thomas Av.,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,51,MONROE,ALVAREZ THOMAS AV.,-58.48250732,-34.57208238,Friday
2018-0121,1,2018-11-09,2018,11,9,16,Rivadavia Av. y Manzoni,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,72,RIVADAVIA AV.,MANZONI,-58.49945705,-34.6374328,Friday
2018-0122,1,2018-11-12,2018,11,12,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTO,AUTO,CONDUCTOR,MASCULINO,33,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,-58.47743966,-34.67233407,Monday
2018-0123,1,2018-11-12,2018,11,12,3,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,AUTO,SD,CONDUCTOR,MASCULINO,25,"PAZ, GRAL. AV.","PERON, EVA AV.",-58.5025179,-34.67450313,Monday
2018-0124,1,2018-11-15,2018,11,15,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,CARGAS,CARGAS,CONDUCTOR,MASCULINO,44,AUTOPISTA PERITO MORENO,,-58.52144411,-34.63682499,Thursday
2018-0125,1,2018-11-16,2018,11,16,21,Saenz Av. y Ventana,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,29,SAENZ AV.,VENTANA,-58.41650465,-34.65084045,Friday
