ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,VICTIMA,ACUSADO,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,CALLE,CRUCE,LATITUD,LONGITUD,DIA_SEMANA
2019-0093,1,2019-11-13,2019,11,13,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,BICICLETA,OTRO,CICLISTA,MASCULINO,16,NIZA,"JUSTO, JUAN B. AV.",-58.46483679,-34.60907662,Wednesday
2019-0094,1,2019-11-18,2019,11,18,14,CAMARGO Y SERRANO,CALLE,MOTO,OTRO,PASAJERO_ACOMPAÑANTE,FEMENINO,,CAMARGO,SERRANO,-58.44368628,-34.59724326,Monday
2019-0095,1,2019-11-20,2019,11,20,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37864583,-34.62907067,Wednesday
2019-0096,1,2019-11-22,2019,11,22,19,CASEROS AV. Y PIEDRAS,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,73,CASEROS AV.,PIEDRAS,-58.37560352,-34.62726382,Friday
2019-0097,1,2019-11-25,2019,11,25,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,23,AUTOPISTA PERITO MORENO,,-58.47721439,-34.64815069,Monday
2019-0098,1,2019-11-25,2019,11,25,14,GUZMAN 365,AVENIDA,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,61,GUZMAN,,-58.45134029,-34.58984288,Monday
2019-0100,1,2019-12-05,2019,12,5,17,de los constituyentes av. 4300,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,38,DE LOS CONSTITUYENTES AV.,,-58.49040794,-34.58368803,Thursday
2019-0101,1,2019-12-17,2019,12,17,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,25,"MORENO, PERITO AV.",TILCARA AV.,-58.42102679,-34.64991178,Tuesday
2019-0102,1,2019-12-17,2019,12,17,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,18,IBARROLA,"GORDILLO, TIMOTEO",-58.52219407,-34.64143926,Tuesday
2019-0103,1,2019-12-18,2019,12,18,,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,MOTO,MOTO,CONDUCTOR,MASCULINO,24,"PAZ, GRAL. AV.",GRIVEO,-58.52169422,-34.5947164,Wednesday
2019-0104,1,2019-12-21,2019,12,21,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,RIVADAVIA AV.,PERGAMINO,-58.47460416,-34.63206174,Saturday
2019-0105,1,2019-05-05,2019,5,5,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,82,SANTO TOME,SEGUROLA AV.,-58.50512382,-34.61520391,Sunday
2020-0001,1,2020-01-04,2020,1,4,10,URIARTE Y LOYOLA,CALLE,PEATON,AUTO,PEATON,FEMENINO,87,URIARTE,LOYOLA,-58.43910409,-34.59213355,Saturday
2020-0002,1,2020-01-05,2020,1,5,20,SARAZA Y VARELA AV.,AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,SARAZA,VARELA AV.,-58.45019436,-34.64646409,Sunday
2020-0003,1,2020-01-11,2020,1,11,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,44,RIVADAVIA AV.,COMBATE DE LOS POZOS,-58.39337644,-34.60927582,Saturday
2020-0004,1,2020-01-14,2020,1,14,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,82,RODRIGUEZ PE?A,RIVADAVIA AV.,-58.39055614,-34.60919284,Tuesday
2020-0005,1,2020-01-14,2020,1,14,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,25,24 DE NOVIEMBRE,SAN JUAN AV.,-58.41036975,-34.62477021,Tuesday
2020-0006,1,2020-01-20,2020,1,20,12,LAFUENTE AV. 2250,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,23,LAFUENTE AV.,,-58.44925765,-34.65412546,Monday
2020-0007,1,2020-01-27,2020,1,27,0,CHILE Y LIMA ,CALLE,PEATON,MOTO,PEATON,MASCULINO,52,CHILE,LIMA,-58.3815685,-34.61648696,Monday
2020-0008,1,2020-01-30,2020,1,30,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,49,CORDOBA AV.,"JAURES, JEAN",-58.40662899,-34.59804521,Thursday
2020-0009,1,2020-02-04,2020,2,4,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,PEATON,AUTO,PEATON,MASCULINO,48,"PERON, JUAN DOMINGO, TTE. GENERAL","SALGUERO, JERONIMO",-58.41985649,-34.6060085,Tuesday
2020-0010,1,2020-02-08,2020,2,8,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,,9 DE JULIO AV.,SAN JUAN AV.,-58.38099833,-34.62214953,Saturday
2020-0011,1,2020-02-12,2020,2,12,11,COLOMBRES 466,CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,COLOMBRES,,-58.41803309,-34.61823178,Wednesday
2020-0012,1,2020-02-18,2020,2,18,21,MEXICO 2860,CALLE,PEATON,MOTO,PEATON,FEMENINO,66,MEXICO,,-58.40604003,-34.61783553,Tuesday
2020-0013,1,2020-02-20,2020,2,20,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,PEATON,MOTO,PEATON,FEMENINO,58,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,-58.47549929,-34.57994061,Thursday
2020-0014,1,2020-02-27,2020,2,27,2,BERMUDEZ Y NOGOYA,CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,,BERMUDEZ,NOGOYA,-58.51398484,-34.61600366,Thursday
2020-0015,1,2020-02-28,2020,2,28,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,BRASIL AV.,PASEO COLON AV.,-58.36797542,-34.62519403,Friday
2020-0016,1,2020-02-29,2020,2,29,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,68,"ALEM, LEANDRO N. AV.",,-58.37133616,-34.59879316,Saturday
2020-0017,1,2020-03-05,2020,3,5,23,BELGRANO AV. Y RINCON,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,,BELGRANO AV.,RINCON,-58.39613805,-34.61413568,Thursday
2020-0018,1,2020-03-09,2020,3,9,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,"UDAONDO, GUILLERMO AV.",,-58.44903073,-34.54200276,Monday
2020-0019,1,2020-03-10,2020,3,10,21,CONSTITUCION Y CASTRO,CALLE,PEATON,AUTO,PEATON,FEMENINO,80,CONSTITUCION,CASTRO,-58.41972364,-34.6284667,Tuesday
2020-0020,1,2020-03-13,2020,3,13,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PEATON,MOTO,PEATON,FEMENINO,74,PUEYRREDON AV.,"GOMEZ, VALENTIN",-58.40571596,-34.60557123,Friday
2020-0021,1,2020-03-14,2020,3,14,16,"BRAVO, MARIO 1279",CALLE,PEATON,AUTO,PEATON,FEMENINO,87,"BRAVO, MARIO",,-58.4145159,-34.59488319,Saturday
2020-0022,1,2020-04-07,2020,4,7,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,44,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,-58.47297505,-34.66245085,Tuesday
2020-0023,1,2020-04-09,2020,4,9,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,44,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.",-58.35791192,-34.63695178,Thursday
2020-0024,1,2020-04-24,2020,4,24,7,MURGUIONDO 1339,CALLE,AUTO,AUTO,CONDUCTOR,MASCULINO,53,MURGUIONDO,,-58.50801713,-34.65177305,Friday
2020-0025,1,2020-05-12,2020,5,12,5,RIVADAVIA AV. 2551,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,,RIVADAVIA AV.,,-58.40258477,-34.60975108,Tuesday
2020-0026,1,2020-05-17,2020,5,17,6,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,"LUGONES, LEOPOLDO AV.",,,,Sunday
2020-0027,1,2020-05-18,2020,5,18,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,76,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,-58.48267426,-34.68454456,Monday
2020-0028,1,2020-05-19,2020,5,19,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,91,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,-58.44248936,-34.60221948,Tuesday
2020-0029,1,2020-06-10,2020,6,10,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,PEATON,PASAJEROS,PEATON,MASCULINO,80,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.",-58.52909134,-34.63886726,Wednesday
2020-0030,1,2020-06-16,2020,6,16,15,SAN MARTIN AV. 1550,AVENIDA,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,40,SAN MARTIN AV.,,-58.45158942,-34.6064658,Tuesday
2020-0031,1,2020-06-30,2020,6,30,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,-58.49344309,-34.65788529,Tuesday
2020-0032,1,2020-07-10,2020,7,10,23,CORRIENTES AV. Y SERRANO,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,21,CORRIENTES AV.,SERRANO,-58.44259166,-34.59635137,Friday
2020-0033,1,2020-07-19,2020,7,19,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,-58.46743471,-34.53476874,Sunday
2020-0034,1,2020-08-02,2020,8,2,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,PEATON,AUTO,PEATON,FEMENINO,,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.",-58.41178158,-34.60922259,Sunday
2020-0035,1,2020-08-04,2020,8,4,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40,AUTOPISTA 25 DE MAYO,,-58.45068621,-34.63638927,Tuesday
2020-0036,1,2020-08-07,2020,8,7,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,PEATON,MOTO,PEATON,MASCULINO,72,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,-58.42016954,-34.5877879,Friday
2020-0037,1,2020-08-29,2020,8,29,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,38,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,-58.43850413,-34.65554754,Saturday
2020-0038,2,2020-08-30,2020,8,30,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,46,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.",-58.40617526,-34.58345898,Sunday
2020-0038,2,2020-08-30,2020,8,30,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,64,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.",-58.40617526,-34.58345898,Sunday
2020-0039,1,2020-09-01,2020,9,1,19,MURGUIONDO 2700,CALLE,PEATON,CARGAS,PEATON,MASCULINO,44,MURGUIONDO,,,,Tuesday
2020-0040,1,2020-09-12,2020,9,12,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),-58.38526125,-34.5780581,Saturday
2020-0041,1,2020-09-28,2020,9,28,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,34,CURAPALIGUE,"PERON, EVA AV.",-58.4475047,-34.63491705,Monday
2020-0042,1,2020-09-29,2020,9,29,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,53,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,-58.46745752,-34.68192648,Tuesday
2020-0043,1,2020-09-30,2020,9,30,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,64,"ALEM, LEANDRO N. AV.",PARAGUAY,-58.37202621,-34.59717942,Wednesday
2020-0044,1,2020-10-05,2020,10,5,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,43,LA PLATA AV.,INDEPENDENCIA AV.,-58.42779702,-34.62207347,Monday
2020-0045,1,2020-10-19,2020,10,19,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,AUTO,CARGAS,CONDUCTOR,MASCULINO,50,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,-58.46244952,-34.70524971,Monday
2020-0046,1,2020-10-27,2020,10,27,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,41,NAZCA AV.,"CARRANZA, ADOLFO P.",-58.4844016,-34.60776782,Tuesday
2020-0047,1,2020-10-27,2020,10,27,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,PEATON,CARGAS,PEATON,MASCULINO,15,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,-58.46668375,-34.65174801,Tuesday
2020-0048,1,2020-10-29,2020,10,29,20,DORREGO AV. 614,AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,41,DORREGO AV.,,-58.4495878,-34.59322448,Thursday
2020-0049,1,2020-10-30,2020,10,30,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,36,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.37533517,-34.59276462,Friday
2020-0050,1,2020-11-01,2020,11,1,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,PEATON,MOTO,PEATON,FEMENINO,28,SANTA FE AV.,GODOY CRUZ,-58.42525456,-34.57866344,Sunday
2020-0051,1,2020-11-05,2020,11,5,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,49,AVELLANEDA AV.,MERCEDES,-58.48493828,-34.62981124,Thursday
2020-0052,1,2020-11-07,2020,11,7,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,BICICLETA,CARGAS,CICLISTA,MASCULINO,44,TUCUMAN,PUEYRREDON AV.,-58.40480504,-34.60183884,Saturday
2020-0053,1,2020-11-09,2020,11,9,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,27,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO",-58.41125934,-34.6541774,Monday
2020-0054,1,2020-11-19,2020,11,19,9,INCLAN Y ALBERTI,CALLE,BICICLETA,AUTO,CICLISTA,MASCULINO,59,INCLAN,ALBERTI,-58.39956546,-34.6297708,Thursday
2020-0055,1,2020-11-19,2020,11,19,12,OLAZABAL AV. 5437,AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,91,OLAZABAL AV.,,-58.49005682,-34.5786897,Thursday
2020-0056,1,2020-11-21,2020,11,21,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,MOTO,CARGAS,CONDUCTOR,FEMENINO,34,"PAZ, GRAL. AV.","ROCA, CNEL. AV.",-58.47064556,-34.69843756,Saturday
2020-0057,1,2020-11-23,2020,11,23,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,84,NAZCA AV.,"VIALE, LUIS",-58.4750156,-34.61945902,Monday
2020-0058,1,2020-11-24,2020,11,24,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,57,OLIVERA AV.,"FALCON, RAMON L.,CNEL.",-58.48727942,-34.63652467,Tuesday
2020-0059,1,2020-12-01,2020,12,1,6,BRASIL 1100,CALLE,PEATON,PASAJEROS,PEATON,FEMENINO,49,BRASIL,,-58.3795169,-34.62794241,Tuesday
2020-0060,1,2020-12-03,2020,12,3,20,"HOMERO Y PERON, EVA AV.",AVENIDA,PEATON,MOTO,PEATON,FEMENINO,69,HOMERO,"PERON, EVA AV.",-58.47750832,-34.65672199,Thursday
2020-0061,1,2020-12-03,2020,12,3,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,45,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",-58.44927253,-34.54048625,Thursday
2020-0062,1,2020-12-04,2020,12,4,17,MORENO 1845,CALLE,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,47,MORENO,,-58.39246272,-34.61253541,Friday
2020-0063,2,2020-12-05,2020,12,5,7,NUEVA YORK Y ALTA GRACIA,CALLE,PEATON_MOTO,MOTO,PEATON,MASCULINO,38,NUEVA YORK,ALTA GRACIA,-58.52783814,-34.61047001,Saturday
2020-0063,2,2020-12-05,2020,12,5,7,NUEVA YORK Y ALTA GRACIA,CALLE,PEATON_MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,NUEVA YORK,ALTA GRACIA,-58.52783814,-34.61047001,Saturday
2020-0065,1,2020-12-05,2020,12,5,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,MOTO,AUTO,CONDUCTOR,MASCULINO,24,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",-58.49332664,-34.54836855,Saturday
2020-0066,1,2020-12-07,2020,12,7,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,AUTOPISTA PERITO MORENO,,-58.50178784,-34.63593897,Monday
2020-0067,1,2020-12-11,2020,12,11,22,SAENZ AV. Y BEAZLEY,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,51,SAENZ AV.,BEAZLEY,-58.41657793,-34.65476216,Friday
2020-0068,1,2020-12-12,2020,12,12,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,71,DEL LIBERTADOR AV.,AUSTRIA,-58.39731474,-34.58307887,Saturday
2020-0069,1,2020-12-15,2020,12,15,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,25,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.",-58.38746381,-34.61790839,Tuesday
2020-0070,1,2020-12-17,2020,12,17,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,81,CALLAO AV.,"LAS HERAS, GENERAL",-58.39189441,-34.59176378,Thursday
2020-0071,1,2020-12-17,2020,12,17,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,4,SAN PEDRITO AV.,DIRECTORIO AV.,-58.46749188,-34.63551751,Thursday
2020-0072,1,2020-12-19,2020,12,19,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,BICICLETA,AUTO,CICLISTA,MASCULINO,42,JUJUY AV.,"CALVO, CARLOS",-58.40280471,-34.62113271,Saturday
2020-0073,1,2020-12-20,2020,12,20,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,56,27 DE FEBRERO AV.,ESCALADA AV.,-58.44451316,-34.68475866,Sunday
2020-0074,1,2020-12-20,2020,12,20,21,BOGOTA Y NAZCA AV.,AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,39,BOGOTA,NAZCA AV.,-58.47110424,-34.62742408,Sunday
2020-0075,1,2020-12-23,2020,12,23,14,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,23,CORRIENTES AV.,9 DE JULIO AV.,-58.38220928,-34.60373898,Wednesday
2020-0076,1,2020-12-24,2020,12,24,12,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,78,ALVAREZ JONTE AV.,CHIVILCOY,-58.49794468,-34.61565025,Thursday
2020-0077,2,2020-12-25,2020,12,25,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,MOTO,AUTO,CONDUCTOR,FEMENINO,30,SAN MARTIN AV.,PUNTA ARENAS,-58.47220945,-34.60111373,Friday
2020-0077,2,2020-12-25,2020,12,25,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,24,SAN MARTIN AV.,PUNTA ARENAS,-58.47220945,-34.60111373,Friday
2020-0078,1,2020-12-25,2020,12,25,5,BARCO CENTENERA DEL 1118,CALLE,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,26,BARCO CENTENERA DEL,,-58.43706741,-34.63217813,Friday
2020-0079,1,2020-12-27,2020,12,27,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",-58.49332664,-34.54836855,Sunday
2021-0001,1,2021-01-06,2021,1,6,18,AU FRONDIZI KM. 3,AUTOPISTA,MOTO,AUTO,CONDUCTOR,MASCULINO,36,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37960727,-34.62622851,Wednesday
2021-0002,1,2021-01-07,2021,1,7,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,MOTO,CARGAS,CONDUCTOR,FEMENINO,47,"CASTRO, EMILIO AV.",MURGUIONDO,-58.51061062,-34.64972472,Thursday
2021-0003,1,2021-01-10,2021,1,10,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,AUTOPISTA 25 DE MAYO,,-58.43052224,-34.62941648,Sunday
2021-0004,1,2021-01-11,2021,1,11,9,CASEROS AV. Y GUARANI,AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,61,CASEROS AV.,GUARANI,-58.41455544,-34.63866836,Monday
2021-0005,1,2021-01-11,2021,1,11,21,"PERON, EVA AV. 3800",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,73,"PERON, EVA AV.",,-58.46774439,-34.64730145,Monday
2021-0006,1,2021-01-12,2021,1,12,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,23,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,-58.40786274,-34.56726817,Tuesday
2021-0007,1,2021-01-18,2021,1,18,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,84,DE LOS CONSTITUYENTES AV.,GIRIBONE,-58.48744301,-34.58622275,Monday
2021-0008,1,2021-01-22,2021,1,22,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,28,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",-58.41657793,-34.65476216,Friday
2021-0009,1,2021-01-23,2021,1,23,5,PAYSANDU Y GAONA,AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,PAYSANDU,GAONA AV.,-58.45351111,-34.61134937,Saturday
2021-0010,1,2021-01-23,2021,1,23,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,MOTO,AUTO,CONDUCTOR,MASCULINO,28,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",-58.5007381,-34.5497951,Saturday
2021-0011,1,2021-01-27,2021,1,27,1,SANTA FE AV. 1675,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,21,SANTA FE AV.,,-58.39144148,-34.59564871,Wednesday
2021-0012,1,2021-01-29,2021,1,29,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,PEATON,AUTO,PEATON,MASCULINO,,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,-58.48191128,-34.68385968,Friday
2021-0013,1,2021-01-31,2021,1,31,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,41,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,-58.48727942,-34.63652467,Sunday
2021-0014,1,2021-02-02,2021,2,2,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,28,SAN MARTIN AV.,NOGOYA,-58.48328708,-34.59779521,Tuesday
2021-0015,1,2021-02-06,2021,2,6,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,SAN MARTIN AV.,TINOGASTA,-58.49018543,-34.5972499,Saturday
2021-0016,1,2021-02-14,2021,2,14,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO",-58.47230127,-34.68482689,Sunday
2021-0017,1,2021-02-17,2021,2,17,4,SALTA Y CASEROS AV.,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,SALTA,CASEROS AV.,-58.38262614,-34.63168269,Wednesday
